pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,src_port,dst_port,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps
2748,87,1722031324552780,332539392,1722031324885319.5,2748,1,1.0,0.03165938864628821,1.5957897863344652e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2749,1242,1722031324559154,334315264,1722031324893469.2,2749,1,1.0,0.45180065478355763,1.596370495856144e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2750,1242,1722031324562410,335968512,1722031324898378.5,2750,1,1.0,0.4516363636363636,1.5969512053808222e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2751,1242,1722031324562410,338310144,1722031324900720.2,2751,1,1.0,0.4514721919302072,1.5975319149078792e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2752,268,1722031324562410,339901952,1722031324902312.0,2752,1,1.0,0.09738372093023256,1.5981126244356306e-06,1,UDP,443,38125,268,268,2.144,2.144,4.288
2753,87,1722031324562567,341175040,1722031324903742.0,2753,1,1.0,0.03160188884852888,1.598693333963531e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2754,1242,1722031324568926,343673856,1722031324912599.8,2754,1,1.0,0.45098039215686275,1.5992740434845323e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2755,1242,1722031324568926,345974016,1722031324914900.0,2755,1,1.0,0.45081669691470055,1.5998547530116198e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2756,1242,1722031324568926,347839488,1722031324916765.5,2756,1,1.0,0.4506531204644412,1.60043546253911e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2757,268,1722031324568926,349468928,1722031324918395.0,2757,1,1.0,0.09720710917664127,1.6010161720668182e-06,1,UDP,443,38125,268,268,2.144,2.144,4.288
2758,87,1722031324569130,350340096,1722031324919470.0,2758,1,1.0,0.03154459753444525,1.601596881595041e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2759,1242,1722031324576173,352739840,1722031324928912.8,2759,1,1.0,0.45016310257339615,1.602177591115478e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2760,1242,1722031324579417,354673152,1722031324934090.2,2760,1,1.0,0.45,1.602758300639878e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2761,1242,1722031324579417,357203456,1722031324936620.5,2761,1,1.0,0.44983701557406736,1.6033390101667395e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2762,268,1722031324579417,359814912,1722031324939232.0,2762,1,1.0,0.09703113685734975,1.6039197196935235e-06,1,UDP,443,38125,268,268,2.144,2.144,4.288
2763,87,1722031324579521,360811264,1722031324940332.2,2763,1,1.0,0.031487513572204126,1.604500429221714e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2764,1242,1722031324585964,362802944,1722031324948767.0,2764,1,1.0,0.44934876989869754,1.6050811387430674e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2765,1242,1722031324585964,364718848,1722031324950682.8,2765,1,1.0,0.4491862567811935,1.6056618482704936e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2766,1242,1722031324585964,366669824,1722031324952633.8,2766,1,1.0,0.4490238611713666,1.6062425577978852e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2767,268,1722031324585964,368140800,1722031324954104.8,2767,1,1.0,0.09685580050596314,1.606823267325724e-06,1,UDP,443,38125,268,268,2.144,2.144,4.288
2768,87,1722031324586063,368890624,1722031324954953.5,2768,1,1.0,0.03143063583815029,1.6074039768541424e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2769,1242,1722031324592513,371391488,1722031324963904.5,2769,1,1.0,0.4485373781148429,1.6079846863749944e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2770,1242,1722031324592513,373433600,1722031324965946.5,2770,1,1.0,0.4483754512635379,1.6085653959022943e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2771,87,1722031324592813,374174720,1722031324966987.8,2771,1,1.0,0.031396607722843736,1.6091461054305278e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2772,1242,1722031324595754,376072960,1722031324971827.0,2772,1,1.0,0.44805194805194803,1.6097268149552104e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2773,268,1722031324595754,377749504,1722031324973503.5,2773,1,1.0,0.09664623151821132,1.6103075244828472e-06,1,UDP,443,38125,268,268,2.144,2.144,4.288
2774,87,1722031324595867,378503680,1722031324974370.8,2774,1,1.0,0.03136265320836337,1.6108882340112401e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2775,1242,1722031324602255,380299776,1722031324982554.8,2775,1,1.0,0.44756756756756755,1.6114689435327855e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2776,1242,1722031324602255,382108160,1722031324984363.2,2776,1,1.0,0.4474063400576369,1.6120496530602933e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2777,1242,1722031324602255,383806208,1722031324986061.2,2777,1,1.0,0.44724522866402594,1.6126303625879036e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2778,87,1722031324602351,384615936,1722031324986967.0,2778,1,1.0,0.03131749460043196,1.6132110721162549e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2779,268,1722031324605532,385895936,1722031324991428.0,2779,1,1.0,0.09643756747031307,1.6137917816412739e-06,1,UDP,443,38125,268,268,2.144,2.144,4.288
2780,1242,1722031324613147,387472640,1722031325000619.8,2780,1,1.0,0.44676258992805756,1.6143724911618549e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2781,1242,1722031324613176,389893888,1722031325003070.0,2781,1,1.0,0.44660194174757284,1.6149532006887516e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2782,87,1722031324613247,390917632,1722031325004164.8,2782,1,1.0,0.0312724658519051,1.6155339102169188e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2783,1242,1722031324616435,392585728,1722031325009020.8,2783,1,1.0,0.4462809917355372,1.6161146197415552e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2784,268,1722031324616435,394188800,1722031325010623.8,2784,1,1.0,0.09626436781609195,1.6166953292692424e-06,1,UDP,443,38125,268,268,2.144,2.144,4.288
2785,1242,1722031324616435,395824896,1722031325012260.0,2785,1,1.0,0.4459605026929982,1.6172760387968971e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2786,1242,1722031324616435,397459456,1722031325013894.5,2786,1,1.0,0.4458004307250538,1.6178567483245526e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2787,87,1722031324616510,398417920,1722031325014928.0,2787,1,1.0,0.031216361679224973,1.6184374578527715e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2788,1242,1722031324619698,400542976,1722031325020241.0,2788,1,1.0,0.445480631276901,1.6190181673769665e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2789,300,1722031324619698,401942016,1722031325021640.0,2789,1,1.0,0.10756543564001435,1.619598876904839e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2790,87,1722031324619776,402606336,1722031325022382.2,2790,1,1.0,0.03118279569892473,1.6201795864333285e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2791,1242,1722031324622956,404791808,1722031325027747.8,2791,1,1.0,0.44500179147259045,1.6207602959574662e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2792,1242,1722031324622956,406932224,1722031325029888.2,2792,1,1.0,0.44484240687679083,1.6213410054846367e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2793,1242,1722031324622956,408981760,1722031325031937.8,2793,1,1.0,0.4446831364124597,1.6219217150118913e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2794,300,1722031324622956,410337280,1722031325033293.2,2794,1,1.0,0.1073729420186113,1.6225024245397985e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2795,87,1722031324623144,411417344,1722031325034561.2,2795,1,1.0,0.031127012522361358,1.6230831340677872e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2796,1242,1722031324642271,413327104,1722031325055598.0,2796,1,1.0,0.44420600858369097,1.6236638435771355e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2797,1242,1722031324642271,414916096,1722031325057187.0,2797,1,1.0,0.44404719342152305,1.6242445531048131e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2798,1242,1722031324642271,416761344,1722031325059032.2,2798,1,1.0,0.44388849177984274,1.6248252626322479e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2799,300,1722031324642271,417933056,1722031325060204.0,2799,1,1.0,0.10718113612004287,1.625405972160317e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2800,1242,1722031324642271,419666432,1722031325061937.5,2800,1,1.0,0.44357142857142856,1.6259866816878552e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2801,1242,1722031324642271,422066176,1722031325064337.2,2801,1,1.0,0.44341306676187076,1.6265673912147627e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2802,1242,1722031324642271,425441280,1722031325067712.2,2802,1,1.0,0.44325481798715205,1.627148100740747e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2803,87,1722031324642577,426642688,1722031325069219.8,2803,1,1.0,0.031038173385658223,1.6277288102684944e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2804,300,1722031324645483,428444160,1722031325073927.2,2804,1,1.0,0.10699001426533523,1.628309519793215e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2805,1242,1722031324648738,431114752,1722031325079852.8,2805,1,1.0,0.44278074866310163,1.62889022931678e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2806,1242,1722031324648738,433006592,1722031325081744.5,2806,1,1.0,0.4426229508196721,1.6294709388441582e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2807,87,1722031324648884,434057472,1722031325082941.5,2807,1,1.0,0.0309939437121482,1.6300516483721926e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2808,1242,1722031324652132,435979520,1722031325088111.5,2808,1,1.0,0.4423076923076923,1.6306323578964644e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2809,300,1722031324652132,438072064,1722031325090204.0,2809,1,1.0,0.10679957280170879,1.6312130674236476e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2810,87,1722031324652290,439398400,1722031325091688.5,2810,1,1.0,0.03096085409252669,1.6317937769514057e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2811,1242,1722031324658538,442400768,1722031325100938.8,2811,1,1.0,0.4418356456776948,1.632374486471801e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2812,1242,1722031324658539,445856000,1722031325104395.0,2812,1,1.0,0.441678520625889,1.6329551959976848e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2813,1242,1722031324658539,448596480,1722031325107135.5,2813,1,1.0,0.4415215072875933,1.6335359055242448e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2814,300,1722031324658539,450419968,1722031325108959.0,2814,1,1.0,0.10660980810234541,1.6341166150516736e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2815,87,1722031324658858,451223296,1722031325110081.2,2815,1,1.0,0.030905861456483125,1.6346973245797666e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2816,1242,1722031324688700,453128192,1722031325141828.2,2816,1,1.0,0.44105113636363635,1.6352780340787768e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2817,1242,1722031324688701,455130624,1722031325143831.5,2817,1,1.0,0.44089456869009586,1.6358587436060212e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2818,1242,1722031324688701,458252032,1722031325146953.0,2818,1,1.0,0.44073811213626685,1.6364394531322013e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2819,300,1722031324688701,459776256,1722031325148477.2,2819,1,1.0,0.10642071656615822,1.637020162659898e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2820,1242,1722031324688701,462149120,1722031325150850.0,2820,1,1.0,0.44042553191489364,1.6376008721867866e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2821,1242,1722031324688701,464043776,1722031325152744.8,2821,1,1.0,0.4402694080113435,1.6381815817141284e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2822,1242,1722031324688701,465767424,1722031325154468.5,2822,1,1.0,0.44011339475549255,1.6387622912416316e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2823,300,1722031324688701,466991872,1722031325155692.8,2823,1,1.0,0.10626992561105207,1.639343000769609e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2824,1242,1722031324688759,468630272,1722031325157389.2,2824,1,1.0,0.4398016997167139,1.6399237102971364e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2825,87,1722031324689094,469385472,1722031325158479.5,2825,1,1.0,0.030796460176991152,1.6405044198252397e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2826,1242,1722031324692070,471641088,1722031325163711.0,2826,1,1.0,0.4394904458598726,1.6410851293493956e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2827,1242,1722031324692070,473396992,1722031325165467.0,2827,1,1.0,0.4393349840820658,1.6416658388768615e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2828,300,1722031324692070,474997248,1722031325167067.2,2828,1,1.0,0.10608203677510608,1.6422465484044748e-06,1,UDP,443,38125,300,300,2.4,2.4,4.8
2829,1242,1722031324692070,477073920,1722031325169144.0,2829,1,1.0,0.43902439024390244,1.6428272579316325e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2830,1242,1722031324692070,478797056,1722031325170867.0,2830,1,1.0,0.43886925795053006,1.6434079674591262e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2831,1242,1722031324692070,480430080,1722031325172500.0,2831,1,1.0,0.4387142352525609,1.6439886769867047e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2832,332,1722031324692139,481653760,1722031325173792.8,2832,1,1.0,0.1172316384180791,1.6445693865146068e-06,1,UDP,443,38125,332,332,2.656,2.656,5.312
2833,87,1722031324692337,482680832,1722031325175017.8,2833,1,1.0,0.030709495234733496,1.6451500960425731e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2834,1242,1722031324695348,484386560,1722031325179734.5,2834,1,1.0,0.4382498235709245,1.6457308055672014e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2835,1242,1722031324695348,486102528,1722031325181450.5,2835,1,1.0,0.4380952380952381,1.6463115150946953e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2836,87,1722031324695478,487023872,1722031325182501.8,2836,1,1.0,0.03067700987306065,1.646892224622824e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2837,1242,1722031324698476,488704512,1722031325187180.5,2837,1,1.0,0.43778639407825165,1.6474729341474813e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2838,332,1722031324698476,490553088,1722031325189029.0,2838,1,1.0,0.11698379140239605,1.6480536436748443e-06,1,UDP,443,38125,332,332,2.656,2.656,5.312
2839,87,1722031324698577,491381504,1722031325189958.5,2839,1,1.0,0.03064459316660796,1.6486343532030859e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2840,1242,1722031324708735,493744896,1722031325202480.0,2840,1,1.0,0.4373239436619718,1.6492150627202247e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2841,1242,1722031324708775,495994368,1722031325204769.2,2841,1,1.0,0.4371700105596621,1.6497957722471587e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2842,87,1722031324708921,496784640,1722031325205705.8,2842,1,1.0,0.030612244897959183,1.6503764817753871e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2843,1242,1722031324711986,498874368,1722031325210860.2,2843,1,1.0,0.43686246922265215,1.650957191299571e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2844,332,1722031324711986,500073984,1722031325212060.0,2844,1,1.0,0.11673699015471167,1.6515379008275444e-06,1,UDP,443,38125,332,332,2.656,2.656,5.312
2845,87,1722031324712089,500718848,1722031325212807.8,2845,1,1.0,0.030579964850615114,1.6521186103559508e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2846,1242,1722031324715240,502851584,1722031325218091.5,2846,1,1.0,0.4364019676739283,1.652699319880003e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2847,1242,1722031324715240,505173504,1722031325220413.5,2847,1,1.0,0.4362486828240253,1.6532800294068953e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2848,1242,1722031324715240,507286528,1722031325222526.5,2848,1,1.0,0.43609550561797755,1.6538607389339866e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2849,332,1722031324715241,508740352,1722031325223981.2,2849,1,1.0,0.11653211653211654,1.6544414484617092e-06,1,UDP,443,38125,332,332,2.656,2.656,5.312
2850,87,1722031324715308,509730048,1722031325225038.0,2850,1,1.0,0.030526315789473683,1.655022157989813e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2851,1242,1722031324729374,511690752,1722031325241064.8,2851,1,1.0,0.4356366187302701,1.6556028675035238e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2852,1242,1722031324729408,513835520,1722031325243243.5,2852,1,1.0,0.43548387096774194,1.6561835770305423e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2853,87,1722031324729567,514481920,1722031325244049.0,2853,1,1.0,0.030494216614090432,1.6567642865588802e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2854,1242,1722031324732662,516086528,1722031325248748.5,2854,1,1.0,0.4351786965662228,1.6573449960834702e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2855,332,1722031324732662,517552896,1722031325250215.0,2855,1,1.0,0.11628721541155868,1.6579257056111694e-06,1,UDP,443,38125,332,332,2.656,2.656,5.312
2856,87,1722031324732780,518448640,1722031325251228.8,2856,1,1.0,0.03046218487394958,1.6585064151393038e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2857,1242,1722031324747663,520532480,1722031325268195.5,2857,1,1.0,0.43472173608680437,1.6590871246520678e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2858,1242,1722031324750915,522436864,1722031325273351.8,2858,1,1.0,0.4345696291112666,1.659667834176203e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2859,1242,1722031324750916,524709888,1722031325275626.0,2859,1,1.0,0.43441762854144805,1.6602485437031132e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2860,364,1722031324750916,526673152,1722031325277589.2,2860,1,1.0,0.12727272727272726,1.6608292532303218e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2861,87,1722031324751055,527558400,1722031325278613.5,2861,1,1.0,0.030408947920307586,1.661409962758435e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2862,1242,1722031324757556,529314304,1722031325286870.2,2862,1,1.0,0.4339622641509434,1.6619906722795674e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2863,1242,1722031324757557,530996480,1722031325288553.5,2863,1,1.0,0.4338106880894167,1.6625713818070407e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2864,1242,1722031324757557,532905216,1722031325290462.2,2864,1,1.0,0.433659217877095,1.663152091334295e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2865,364,1722031324757558,534439168,1722031325291997.2,2865,1,1.0,0.12705061082024433,1.6637328008619092e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2866,87,1722031324758233,535257600,1722031325293490.5,2866,1,1.0,0.03035589672016748,1.6643135103895627e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2867,1242,1722031324763943,537607680,1722031325301550.8,2867,1,1.0,0.4332054412277642,1.6648942199108658e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2868,1242,1722031324763944,539437056,1722031325303381.0,2868,1,1.0,0.4330543933054393,1.6654749294381892e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2869,1242,1722031324763944,542105344,1722031325306049.2,2869,1,1.0,0.43290345067967934,1.6660556389647005e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2870,364,1722031324763944,543541504,1722031325307485.5,2870,1,1.0,0.12682926829268293,1.6666363484924023e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2871,87,1722031324764160,544287232,1722031325308447.2,2871,1,1.0,0.030303030303030304,1.6672170580205625e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2872,1242,1722031324770485,546284288,1722031325316769.2,2872,1,1.0,0.43245125348189417,1.6677977675415937e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2873,1242,1722031324770485,548153600,1722031325318638.5,2873,1,1.0,0.4323007309432649,1.6683784770688711e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2874,1242,1722031324770485,549820416,1722031325320305.5,2874,1,1.0,0.4321503131524008,1.6689591865963432e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2875,364,1722031324770485,551065088,1722031325321550.0,2875,1,1.0,0.12660869565217392,1.6695398961242239e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2876,87,1722031324770675,551710464,1722031325322385.5,2876,1,1.0,0.030250347705146036,1.6701206056525002e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2877,1242,1722031324778333,553936640,1722031325332269.8,2877,1,1.0,0.4316996871741397,1.670701315171997e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2878,1242,1722031324778334,556094976,1722031325334429.0,2878,1,1.0,0.4315496872828353,1.6712820246989843e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2879,1242,1722031324778334,557874944,1722031325336209.0,2879,1,1.0,0.4313997915943036,1.6718627342263386e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2880,87,1722031324778761,558886656,1722031325337647.8,2880,1,1.0,0.030208333333333334,1.672443443754023e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2881,364,1722031324781476,560840448,1722031325342316.5,2881,1,1.0,0.12634501909059354,1.6730241532785686e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2882,1242,1722031324784751,562828800,1722031325347579.8,2882,1,1.0,0.4309507286606523,1.6736048628025328e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2883,1242,1722031324784751,564564992,1722031325349316.0,2883,1,1.0,0.4308012486992716,1.674185572329923e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2884,88,1722031324784876,565306624,1722031325350182.5,2884,1,1.0,0.030513176144244106,1.6747662818581573e-06,1,UDP,38125,443,88,88,0.704,0.704,1.408
2885,1242,1722031324788012,567249408,1722031325355261.5,2885,1,1.0,0.43050259965337956,1.675346991382293e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2886,364,1722031324788012,568665600,1722031325356677.5,2886,1,1.0,0.12612612612612611,1.6759277009099902e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2887,87,1722031324788179,569579264,1722031325357758.2,2887,1,1.0,0.03013508832698303,1.676508410438013e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2888,1242,1722031324794554,571229952,1722031325365784.0,2888,1,1.0,0.43005540166204986,1.6770891199592712e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2889,1242,1722031324794554,572888832,1722031325367442.8,2889,1,1.0,0.42990654205607476,1.6776698294867267e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2890,1242,1722031324794554,574576128,1722031325369130.2,2890,1,1.0,0.429757785467128,1.6782505390141536e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2891,364,1722031324794554,576111360,1722031325370665.2,2891,1,1.0,0.12590799031476999,1.6788312485417275e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2892,87,1722031324794763,576803840,1722031325371566.8,2892,1,1.0,0.03008298755186722,1.6794119580699185e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2893,1242,1722031324797799,578401024,1722031325376200.0,2893,1,1.0,0.42931213273418595,1.6799926675944682e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2894,1242,1722031324797800,580023808,1722031325377823.8,2894,1,1.0,0.42916378714581893,1.6805733771219517e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2895,1242,1722031324797800,581780224,1722031325379580.2,2895,1,1.0,0.42901554404145076,1.6811540866493047e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2896,364,1722031324797800,583117056,1722031325380917.0,2896,1,1.0,0.12569060773480664,1.6817347961770662e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2897,87,1722031324797996,583759360,1722031325381755.2,2897,1,1.0,0.030031066620642043,1.6823155057053142e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2898,1242,1722031324804411,585927168,1722031325390338.2,2898,1,1.0,0.42857142857142855,1.6828962152259928e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2899,1242,1722031324804412,588817920,1722031325393230.0,2899,1,1.0,0.42842359434287686,1.6834769247522292e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2900,1242,1722031324804412,591243776,1722031325395655.8,2900,1,1.0,0.4282758620689655,1.6840576342789194e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2901,364,1722031324804412,592882432,1722031325397294.5,2901,1,1.0,0.12547397449155465,1.684638343806378e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2902,87,1722031324804594,593658368,1722031325398252.2,2902,1,1.0,0.02997932460372157,1.6852190533345017e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2903,1242,1722031324812343,595401984,1722031325407745.0,2903,1,1.0,0.42783327592146053,1.6857997628542696e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2904,1242,1722031324812343,597455104,1722031325409798.0,2904,1,1.0,0.42768595041322316,1.6863804723813168e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2905,1242,1722031324812343,599091456,1722031325411434.5,2905,1,1.0,0.42753872633390705,1.6869611819087704e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2906,87,1722031324812608,599789568,1722031325412397.5,2906,1,1.0,0.02993805918788713,1.6875418914368832e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2907,364,1722031324815600,600956672,1722031325416556.8,2907,1,1.0,0.12521499828001376,1.6881226009618616e-06,1,UDP,443,38125,364,364,2.912,2.912,5.824
2908,69,1722031324818821,601849088,1722031325420670.0,2908,1,1.0,0.02372764786795048,1.6887033104868828e-06,1,UDP,443,38125,69,69,0.552,0.552,1.104
2909,1242,1722031324822536,603541504,1722031325426077.5,2909,1,1.0,0.4269508422138192,1.6892840200106312e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2910,1242,1722031324822536,605259264,1722031325427795.2,2910,1,1.0,0.4268041237113402,1.6898647295379972e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2911,87,1722031324822893,606151168,1722031325429044.2,2911,1,1.0,0.02988663689453796,1.690445439065822e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2912,1242,1722031324825881,607862528,1722031325433743.5,2912,1,1.0,0.426510989010989,1.6910261485902578e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2913,396,1722031324825881,609093120,1722031325434974.0,2913,1,1.0,0.13594232749742532,1.691606858118098e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
