pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,src_port,dst_port,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps
1113,1134,1722031321094913,829607424,1722031321924520.5,1113,1,1.0,1.0188679245283019,6.463297071484886e-07,1,UDP,443,38125,1134,1134,9.072,9.072,18.144
1114,87,1722031321095451,830606592,1722031321926057.5,1114,1,1.0,0.07809694793536805,6.469104166781434e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1115,1242,1722031321101383,832271360,1722031321933654.2,1115,1,1.0,1.1139013452914799,6.474911262055187e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1116,1134,1722031321101383,833774592,1722031321935157.5,1116,1,1.0,1.0161290322580645,6.480718357351821e-07,1,UDP,443,38125,1134,1134,9.072,9.072,18.144
1117,87,1722031321101614,834584832,1722031321936198.8,1117,1,1.0,0.07788719785138765,6.486525452650187e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1118,1242,1722031321104663,836421120,1722031321941084.0,1118,1,1.0,1.110912343470483,6.492332547934052e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1119,1134,1722031321104663,837996032,1722031321942659.0,1119,1,1.0,1.0134048257372654,6.498139643230375e-07,1,UDP,443,38125,1134,1134,9.072,9.072,18.144
1120,87,1722031321104751,838821376,1722031321943572.5,1120,1,1.0,0.07767857142857143,6.503946738529186e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1121,1242,1722031321111205,841359616,1722031321952564.5,1121,1,1.0,1.1079393398751116,6.509753833797451e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1122,1134,1722031321111205,844241920,1722031321955447.0,1122,1,1.0,1.0106951871657754,6.515560929088773e-07,1,UDP,443,38125,1134,1134,9.072,9.072,18.144
1123,70,1722031321111205,845221376,1722031321956426.5,1123,1,1.0,0.06233303650934995,6.521368024387282e-07,1,UDP,443,38125,70,70,0.56,0.56,1.12
1124,87,1722031321111809,846058496,1722031321957867.5,1124,1,1.0,0.07740213523131673,6.527175119684035e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1125,1242,1722031321117722,847715584,1722031321965437.5,1125,1,1.0,1.104,6.532982214957526e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1126,1134,1722031321121001,849360896,1722031321970362.0,1126,1,1.0,1.0071047957371226,6.538789310241012e-07,1,UDP,443,38125,1134,1134,9.072,9.072,18.144
1127,87,1722031321121168,850308864,1722031321971476.8,1127,1,1.0,0.0771960958296362,6.544596405538942e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1128,1242,1722031321127592,852689920,1722031321980282.0,1128,1,1.0,1.101063829787234,6.550403500807612e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1129,1134,1722031321127592,854216960,1722031321981809.0,1129,1,1.0,1.004428697962799,6.556210596103934e-07,1,UDP,443,38125,1134,1134,9.072,9.072,18.144
1130,87,1722031321127747,854922752,1722031321982669.8,1130,1,1.0,0.07699115044247788,6.562017691402782e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1131,1242,1722031321134125,856932352,1722031321991057.2,1131,1,1.0,1.0981432360742707,6.567824786672919e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1132,1166,1722031321134126,859797248,1722031321993923.2,1132,1,1.0,1.030035335689046,6.573631881964077e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1133,87,1722031321134326,860879104,1722031321995205.0,1133,1,1.0,0.07678729037952339,6.579438977261268e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1134,1242,1722031321143446,863116800,1722031322006562.8,1134,1,1.0,1.0952380952380953,6.585246072519918e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1135,1166,1722031321146698,865086464,1722031322011784.5,1135,1,1.0,1.0273127753303966,6.591053167801978e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1136,87,1722031321147057,865996032,1722031322013053.0,1136,1,1.0,0.07658450704225352,6.596860263099147e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1137,1242,1722031321153221,867738624,1722031322020959.5,1137,1,1.0,1.0923482849604222,6.602667358370855e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1138,1166,1722031321156599,869261824,1722031322025860.8,1138,1,1.0,1.0246045694200352,6.608474453654043e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1139,87,1722031321156760,870120448,1722031322026880.5,1139,1,1.0,0.07638279192273925,6.614281548952107e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1140,1242,1722031321163815,872178944,1722031322035994.0,1140,1,1.0,1.0894736842105264,6.620088644219048e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1141,1166,1722031321163815,874282752,1722031322038097.8,1141,1,1.0,1.0219106047326907,6.625895739512901e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1142,87,1722031321164032,875019520,1722031322039051.5,1142,1,1.0,0.07618213660245184,6.631702834811167e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1143,1242,1722031321170244,876750336,1722031322046994.2,1143,1,1.0,1.0866141732283465,6.637509930082488e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1144,1166,1722031321173571,878701824,1722031322052272.8,1144,1,1.0,1.0192307692307692,6.643317025364035e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1145,87,1722031321173708,879714816,1722031322053422.8,1145,1,1.0,0.07598253275109171,6.649124120661486e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1146,1242,1722031321183348,881704704,1722031322065052.8,1146,1,1.0,1.0837696335078535,6.654931215918428e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1147,1166,1722031321186571,883321600,1722031322069892.5,1147,1,1.0,1.016564952048823,6.660738311201558e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1148,87,1722031321186812,884116480,1722031322070928.5,1148,1,1.0,0.07578397212543554,6.666545406499378e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1149,1242,1722031321193154,885851136,1722031322079005.2,1149,1,1.0,1.080939947780679,6.672352501769913e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1150,1166,1722031321196472,887384064,1722031322083856.0,1150,1,1.0,1.0139130434782608,6.678159597052902e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1151,87,1722031321196787,888176640,1722031322084963.8,1151,1,1.0,0.07558644656820157,6.683966692350387e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1152,1242,1722031321203910,890229248,1722031322094139.2,1152,1,1.0,1.078125,6.689773787616523e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1153,1166,1722031321203928,892454400,1722031322096382.5,1153,1,1.0,1.0112749349522983,6.695580882909552e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1154,87,1722031321204100,893509632,1722031322097609.8,1154,1,1.0,0.07538994800693241,6.701387978206519e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1155,1242,1722031321214476,895387136,1722031322109863.2,1155,1,1.0,1.0753246753246752,6.707195073460531e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1156,1166,1722031321214476,897320448,1722031322111796.5,1156,1,1.0,1.008650519031142,6.713002168754692e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1157,87,1722031321214936,898095616,1722031322113031.5,1157,1,1.0,0.07519446845289542,6.718809264051565e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1158,1242,1722031321221136,899713280,1722031322120849.2,1158,1,1.0,1.072538860103627,6.724616359322723e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1159,1166,1722031321221137,901521408,1722031322122658.5,1159,1,1.0,1.0060396893874028,6.730423454617311e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1160,87,1722031321221282,902280192,1722031322123562.2,1160,1,1.0,0.075,6.73623054991543e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1161,1242,1722031321232608,903896320,1722031322136504.2,1161,1,1.0,1.069767441860465,6.742037645166412e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1162,1166,1722031321232609,905499392,1722031322138108.5,1162,1,1.0,1.0034423407917383,6.747844740461733e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1163,87,1722031321232772,906166272,1722031322138938.2,1163,1,1.0,0.07480653482373173,6.753651835760082e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1164,1242,1722031321239768,907897088,1722031322147665.0,1164,1,1.0,1.0670103092783505,6.759458931027425e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1165,1166,1722031321239768,910249472,1722031322150017.5,1165,1,1.0,1.0008583690987125,6.765266026319754e-07,1,UDP,443,38125,1166,1166,9.328,9.328,18.656
1166,87,1722031321239876,910990080,1722031322150866.0,1166,1,1.0,0.07461406518010291,6.771073121617979e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1167,1242,1722031321249481,912598784,1722031322162079.8,1167,1,1.0,1.06426735218509,6.776880216875407e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1168,1198,1722031321249481,914218752,1722031322163699.8,1168,1,1.0,1.0256849315068493,6.782687312170547e-07,1,UDP,443,38125,1198,1198,9.584,9.584,19.168
1169,87,1722031321249786,914889216,1722031322164675.2,1169,1,1.0,0.07442258340461934,6.788494407468218e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1170,1242,1722031321257424,916423168,1722031322173847.2,1170,1,1.0,1.0615384615384615,6.794301502733543e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1171,1198,1722031321260621,918125056,1722031322178746.0,1171,1,1.0,1.023057216054654,6.80010859801568e-07,1,UDP,443,38125,1198,1198,9.584,9.584,19.168
1172,87,1722031321260757,918990592,1722031322179747.5,1172,1,1.0,0.07423208191126279,6.805915693313186e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1173,1242,1722031321268324,920743424,1722031322189067.5,1173,1,1.0,1.0588235294117647,6.811722788577782e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1174,1198,1722031321268324,922332160,1722031322190656.2,1174,1,1.0,1.020442930153322,6.817529883872923e-07,1,UDP,443,38125,1198,1198,9.584,9.584,19.168
1175,87,1722031321268518,923259136,1722031322191777.2,1175,1,1.0,0.07404255319148936,6.823336979169906e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1176,1242,1722031321276567,925168384,1722031322201735.5,1176,1,1.0,1.0561224489795917,6.829144074431835e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1177,1198,1722031321276567,927120896,1722031322203688.0,1177,1,1.0,1.0178419711129991,6.834951169725473e-07,1,UDP,443,38125,1198,1198,9.584,9.584,19.168
1178,87,1722031321276777,928293120,1722031322205070.0,1178,1,1.0,0.07385398981324279,6.840758265021364e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1179,1242,1722031321286104,930167808,1722031322216271.8,1179,1,1.0,1.0534351145038168,6.846565360278205e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1180,1198,1722031321286104,932273664,1722031322218377.8,1180,1,1.0,1.0152542372881357,6.852372455571161e-07,1,UDP,443,38125,1198,1198,9.584,9.584,19.168
1181,87,1722031321286301,932964352,1722031322219265.2,1181,1,1.0,0.07366638441998306,6.858179550868959e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1182,1242,1722031321293049,934715904,1722031322227765.0,1182,1,1.0,1.0507614213197969,6.863986646136407e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1183,1198,1722031321296302,936428288,1722031322232730.2,1183,1,1.0,1.0126796280642434,6.8697937414179e-07,1,UDP,443,38125,1198,1198,9.584,9.584,19.168
1184,87,1722031321296490,937115392,1722031322233605.5,1184,1,1.0,0.07347972972972973,6.875600836715688e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1185,1242,1722031321302874,939052032,1722031322241926.0,1185,1,1.0,1.0481012658227848,6.881407931983718e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1186,1198,1722031321302874,940769024,1722031322243643.0,1186,1,1.0,1.0101180438448567,6.887215027278103e-07,1,UDP,443,38125,1198,1198,9.584,9.584,19.168
1187,87,1722031321303019,941478912,1722031322244498.0,1187,1,1.0,0.07329401853411963,6.893022122575927e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1188,1242,1722031321313134,943212544,1722031322256346.5,1188,1,1.0,1.0454545454545454,6.898829217829703e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1189,1230,1722031321313134,944795648,1722031322257929.8,1189,1,1.0,1.0344827586206897,6.904636313124558e-07,1,UDP,443,38125,1230,1230,9.84,9.84,19.68
1190,87,1722031321313586,945482496,1722031322259068.5,1190,1,1.0,0.073109243697479,6.910443408421186e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1191,1242,1722031321321301,947816704,1722031322269117.8,1191,1,1.0,1.0428211586901763,6.916250503682019e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1192,1230,1722031321324487,949355776,1722031322273842.8,1192,1,1.0,1.0318791946308725,6.922057598964187e-07,1,UDP,443,38125,1230,1230,9.84,9.84,19.68
1193,87,1722031321324578,949993216,1722031322274571.2,1193,1,1.0,0.07292539815590947,6.927864694262401e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1194,1242,1722031321346176,951469568,1722031322297645.5,1194,1,1.0,1.0402010050251256,6.933671789470635e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1195,1230,1722031321346177,952897280,1722031322299074.2,1195,1,1.0,1.0292887029288702,6.939478884765942e-07,1,UDP,443,38125,1230,1230,9.84,9.84,19.68
1196,87,1722031321346462,953578240,1722031322300040.2,1196,1,1.0,0.07274247491638795,6.945285980063106e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1197,1242,1722031321355093,955652096,1722031322310745.0,1197,1,1.0,1.037593984962406,6.951093075320951e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1198,1242,1722031321355120,959326720,1722031322314446.8,1198,1,1.0,1.0367278797996662,6.956900170607016e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1199,87,1722031321355217,960940800,1722031322316157.8,1199,1,1.0,0.0725604670558799,6.962707265901105e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1200,1242,1722031321358355,964204800,1722031322322559.8,1200,1,1.0,1.035,6.9685143611762e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1201,1215,1722031321358356,967295488,1722031322325651.5,1201,1,1.0,1.0116569525395505,6.974321456464659e-07,1,UDP,443,38125,1215,1215,9.72,9.72,19.44
1202,87,1722031321358517,968368128,1722031322326885.2,1202,1,1.0,0.0723793677204659,6.980128551760628e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1203,1242,1722031321368155,971151872,1722031322339306.8,1203,1,1.0,1.032418952618454,6.985935647011201e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1204,1230,1722031321368156,973645312,1722031322341801.2,1204,1,1.0,1.021594684385382,6.991742742301997e-07,1,UDP,443,38125,1230,1230,9.84,9.84,19.68
1205,87,1722031321368313,974812928,1722031322343126.0,1205,1,1.0,0.07219917012448132,6.997549837597529e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1206,1242,1722031321371421,977192704,1722031322348613.8,1206,1,1.0,1.0298507462686568,7.003356932876122e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1207,1230,1722031321371421,978972928,1722031322350394.0,1207,1,1.0,1.0190555095277547,7.009164028169768e-07,1,UDP,443,38125,1230,1230,9.84,9.84,19.68
1208,87,1722031321371533,979602688,1722031322351135.8,1208,1,1.0,0.07201986754966887,7.014971123467633e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1209,1242,1722031321377961,981089280,1722031322359050.2,1209,1,1.0,1.0272952853598014,7.020778218736248e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1210,1230,1722031321377962,982717440,1722031322360679.5,1210,1,1.0,1.0165289256198347,7.026585314030459e-07,1,UDP,443,38125,1230,1230,9.84,9.84,19.68
1211,87,1722031321378198,983328512,1722031322361526.5,1211,1,1.0,0.07184145334434351,7.032392409327851e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1212,1242,1722031321384470,984720896,1722031322369191.0,1212,1,1.0,1.0247524752475248,7.038199504597374e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1213,1230,1722031321384470,986198016,1722031322370668.0,1213,1,1.0,1.0140148392415498,7.044006599892155e-07,1,UDP,443,38125,1230,1230,9.84,9.84,19.68
1214,87,1722031321384590,986757376,1722031322371347.5,1214,1,1.0,0.07166392092257001,7.049813695190191e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1215,1242,1722031321390995,988135424,1722031322379130.5,1215,1,1.0,1.0222222222222221,7.055620790459117e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1216,1242,1722031321390995,991913216,1722031322382908.2,1216,1,1.0,1.0213815789473684,7.061427885744415e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1217,91,1722031321390995,994683904,1722031322385679.0,1217,1,1.0,0.07477403451109285,7.067234981033821e-07,1,UDP,443,38125,91,91,0.728,0.728,1.456
1218,87,1722031321391135,995968512,1722031322387103.5,1218,1,1.0,0.07142857142857142,7.073042076328737e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1219,1242,1722031321400031,999019008,1722031322399050.0,1219,1,1.0,1.0188679245283019,7.07884917158039e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1220,1242,1722031321403293,2039808,1722031321405332.8,1220,1,1.0,1.018032786885246,7.084656270969392e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1221,91,1722031321403293,3992576,1722031321407285.5,1221,1,1.0,0.07452907452907453,7.090463366265425e-07,1,UDP,443,38125,91,91,0.728,0.728,1.456
1222,87,1722031321403379,5070336,1722031321408449.2,1222,1,1.0,0.07119476268412439,7.096270461564697e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1223,1242,1722031321409863,8154368,1722031321418017.2,1223,1,1.0,1.0155355682747342,7.102077556829299e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1224,1242,1722031321409864,11410176,1722031321421274.2,1224,1,1.0,1.0147058823529411,7.107884652119885e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1225,91,1722031321409864,13230336,1722031321423094.2,1225,1,1.0,0.07428571428571429,7.113691747416386e-07,1,UDP,443,38125,91,91,0.728,0.728,1.456
1226,87,1722031321410151,14047488,1722031321424198.5,1226,1,1.0,0.07096247960848287,7.119498842715835e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1227,1242,1722031321417989,15661568,1722031321433650.5,1227,1,1.0,1.0122249388753055,7.125305937980735e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1228,1242,1722031321417989,17195776,1722031321435184.8,1228,1,1.0,1.011400651465798,7.131113033278359e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1229,91,1722031321417989,18261504,1722031321436250.5,1229,1,1.0,0.07404393816110659,7.136920128577914e-07,1,UDP,443,38125,91,91,0.728,0.728,1.456
1230,87,1722031321418191,18913024,1722031321437104.0,1230,1,1.0,0.07073170731707316,7.142727223878343e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1231,1242,1722031321426965,20957184,1722031321447922.2,1231,1,1.0,1.0089358245329,7.1485343191374e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1232,1242,1722031321426965,22540800,1722031321449505.8,1232,1,1.0,1.0081168831168832,7.15434141443475e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1233,91,1722031321426965,24585216,1722031321451550.2,1233,1,1.0,0.07380373073803731,7.160148509730174e-07,1,UDP,443,38125,91,91,0.728,0.728,1.456
1234,87,1722031321427130,26137600,1722031321453267.5,1234,1,1.0,0.07050243111831442,7.165955605026945e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1235,1242,1722031321447697,29374464,1722031321477071.5,1235,1,1.0,1.0056680161943319,7.171762700231721e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1236,1242,1722031321447732,32481024,1722031321480213.0,1236,1,1.0,1.0048543689320388,7.177569795522458e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1237,91,1722031321447732,34685184,1722031321482417.2,1237,1,1.0,0.07356507679870655,7.183376890817083e-07,1,UDP,443,38125,91,91,0.728,0.728,1.456
1238,87,1722031321447917,35934464,1722031321483851.5,1238,1,1.0,0.07027463651050081,7.189183986114909e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1239,1242,1722031321450962,38544384,1722031321489506.5,1239,1,1.0,1.0024213075060533,7.19499108139509e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1240,1242,1722031321450962,41243392,1722031321492205.5,1240,1,1.0,1.0016129032258065,7.200798176687594e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1241,123,1722031321450962,42776064,1722031321493738.0,1241,1,1.0,0.0991136180499597,7.20660527198496e-07,1,UDP,443,38125,123,123,0.984,0.984,1.968
1242,87,1722031321451033,43504640,1722031321494537.8,1242,1,1.0,0.07004830917874397,7.212412367285385e-07,1,UDP,38125,443,87,87,0.696,0.696,1.392
1243,1242,1722031321454306,45246976,1722031321499553.0,1243,1,1.0,0.999195494770716,7.218219462568136e-07,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
